312072.710931365	773586.5488847892
315419.124274015	743731.4065402178
315500.48309912765	766808.9971589592
313666.82983226154	767698.1919387383
311634.554475363	767264.7721341914
313926.8734798203	738825.2208361832
302634.17702831427	756650.3389731167
312285.20750305464	767912.2844509507
314271.64375892904	771878.0238583593
312337.7636333463	763162.9488406121
309575.50730357436	766759.1234809174
313852.0688579819	768920.5533813066
313746.94664755254	732025.7536514101
316061.7884951498	768387.45371653
304716.42770166317	758345.0979766424
314842.5434442607	764259.8572170845
304514.70824382117	785365.058280971
302863.1929752007	763693.9807974112
314978.0874389975	765814.9870770456
315321.0069410866	781043.9362030094
324822.3378793916	762286.0705998272
306248.1978501207	734779.3278536231
315306.5212055886	766085.666703233
313677.1121418237	767919.6918765586
305843.1315119393	747391.7098020206
310691.17439855	769164.9373418897
309395.8569008693	750491.3477549533
314449.5592468537	790222.165040209
306762.966755979	766372.6257543233
314459.4451328934	760423.6952574713
310154.42648762354	775991.4099421378
317516.1071972743	752286.715026272
319117.5798876861	784211.569521043
314729.2102986786	760715.0363103137
309746.35048284894	771172.9913710702
309982.7386564349	753613.8874955061
314809.0226085076	747750.2861130101
310537.6216093445	770783.438807111
312293.47259381704	750961.8741806422
319693.4950863605	771068.9939145911
308116.59208534134	769557.9403542844
317171.83767109504	764691.1825456095
312640.6728593295	753830.9306117578
316998.40635733714	766491.2039554053
315656.01923651726	779190.2537613544
298189.6472700619	754489.0121153805
313247.5717651158	751596.0263854793
304323.0746716071	786253.1781750312
310433.8524603108	756304.6292912465
299473.11506983	751900.8452535821
307312.14062680176	769385.2042780684
317311.3401609193	760367.2945702273
314818.13506109896	783636.0980314892
309854.67893641116	775743.2520665252
306715.83474986686	780664.0129009312
318517.3497849654	750580.0143666926
314748.0143054578	768659.9930448013
307781.2806967939	756587.5395193221
315334.6388909884	773539.2970396827
314389.9452905162	760113.0574574992
308429.55528734776	743027.1350716607
314432.49693980726	758945.0212294464
311009.03129291884	740112.8970312204
313213.66855085245	778790.4646396735
307231.9171755914	752916.4641023551
313713.10539335484	760104.3326503275
313865.55307793734	764712.079541844
311478.43089761597	745220.2026208683
309600.03864987567	773312.8879444832
314830.3692054078	785802.5156970124
311847.4768391164	750551.3444481955
315279.0180456302	766481.862895455
303581.59643255244	763262.1316838856
309425.5803738266	777030.0294821536
303425.5840667016	757319.9139327273
306961.17734166095	754246.9157932738
313095.8737637303	774794.6796397276
322127.0152390789	769330.9215077643
315048.3892784843	766180.6130189237
321284.0961851456	774921.572621844
306013.6100437333	781885.3289170845
305434.40095741884	746228.0428974456
304409.959664263	765718.6685835965
318331.0284267948	775425.8823861525
311279.287130186	781172.4906789097
309271.7999497779	769759.0199164955
305995.04632433585	783949.5589125485
312414.592790575	772399.390452679
314862.7978601096	778839.7686994472
306739.8146483327	757338.8391592716
307642.3095140126	757419.8632648272
306079.470260532	756597.0288670706
311624.6000866618	753425.9234759541
303813.19788377744	749922.0163267569
315293.725802609	767733.118253333
309569.40137246856	782276.1341614849
309976.8851422952	781365.9953707429
306699.5682598058	782259.6071321263
313916.61834709905	758880.636508971
308324.1896504345	753001.9712237285
316451.8137495796	764875.2791906096
307936.2518338071	761866.7145182113
317421.71119286685	755684.7489001441
312807.7564437076	765794.2420757368
316947.7898750265	759081.2491178543
304931.7055119581	764792.4969876586
306177.7039923824	777012.1581301256
311657.4462485012	775237.2756475396
309082.74048447213	770887.6793133011
301280.6502089975	745448.3442126404
317533.77207522246	742322.5493167246
313677.8126679483	770167.9645744222
318891.68579144723	759502.9424498084
317651.0373234401	768372.2748516267
312153.8788500495	769951.2289493737
314043.8069007661	770876.836185572
309651.2588180864	780052.1709462947
310529.9625330242	757125.7654323438
304653.0054602507	768626.1645181894
311922.177012519	750899.8239739526
