9996	36948
11142	30329
1324	3339
1746	2192
10060	23250
1622	5794
10293	22652
8550	20157
8948	23332
9294	26388
11434	20807
13770	19928
8497	35123
0	0
0	0
7772	9896
0	0
920	3605
10809	29121
5726	10721
0	0
1370	6849
0	0
9519	20014
12424	23093
17333	26821
2578	7510
9960	13805
7647	26123
1752	2859
10760	25015
516	596
12413	30170
11162	13016
8838	15833
0	0
8842	13726
1523	2491
0	0
0	0
2028	11881
11814	22185
1094	3043
2286	4969
2	0
0	0
9093	23746
1229	2868
10999	26590
12726	26384
1481	4482
773	1812
541	4511
13944	27294
12217	26273
0	0
11380	27615
2678	13506
4421	11728
137	561
248	960
2817	6407
7623	17033
0	162
699	933
996	3214
2092	8831
10782	27076
9879	25240
9517	25477
2218	5797
14159	38850
1385	989
1442	3457
11545	23347
10475	24984
12554	29346
116	700
450	2736
14497	31843
12763	16585
2910	6283
9138	15703
17655	31620
10572	25742
8016	13090
10856	20004
1441	4814
6983	20354
8890	11882
1906	6429
11502	29913
8534	21581
1168	2328
10344	25836
13536	34444
283	576
11540	20878
7612	20846
371	2504
29	0
12389	25612
2711	10035
10870	29032
0	0
668	3339
0	0
6786	15226
9697	20992
8299	19847
87	852
14512	31283
504	1536
696	1415
432	2863
11024	35805
10490	35898
8720	16987
11714	32400
10443	30390
5274	17343
2025	5721
6967	12743
13014	25326
12169	28236
15634	26799
6241	12409
10699	20785
0	0
11018	30387
36	0
13195	23985
13521	30680
0	0
230	915
14503	32342
14570	38190
2713	3974
12043	32548
900	2452
0	0
1086	639
1164	1165
573	5277
14249	44698
13945	37507
987	1314
10415	42457
0	0
0	0
11330	20222
932	2358
1222	3345
0	0
1476	2778
17857	40193
3272	3221
11457	31259
1020	3201
0	569
1264	3213
10666	23131
1961	3274
2032	9170
9514	21463
0	1584
5774	15217
0	0
1980	6792
61	315
12165	35266
14496	32910
0	0
0	0
334	225
13575	33079
741	2850
10672	15779
0	0
11975	25948
13184	17261
269	405
15413	28139
1239	3825
11597	26606
1551	6824
6216	18396
12939	29612
15551	48844
7555	10550
0	0
1169	1804
2222	8221
13172	26311
12360	20259
2126	6085
10467	33921
0	0
11543	32820
7737	15631
15348	27681
11716	29598
1765	4802
15763	27674
3236	9727
13654	16197
16206	38321
2	291
12179	24018
2206	6028
16386	25800
759	6781
13289	29093
16421	36344
0	0
458	595
809	2778
352	1097
1835	9512
12268	29672
11360	25955
370	3547
1603	4549
528	2868
8727	15562
9799	24939
10926	24178
10930	18474
12759	28084
1459	3507
12777	33659
2738	6641
11976	35758
35	528
1783	5575
10486	32967
1467	5733
792	3171
11708	20842
88	719
17458	29559
9799	37365
9295	18933
9552	19333
669	2713
287	1445
11222	25910
2634	2422
17079	22169
11863	28496
13981	26126
1284	2136
11798	21851
14062	23617
875	4017
891	4125
0	480
14765	27674
11101	22422
0	171
14792	34996
9944	16814
98	190
9846	20486
2540	8128
11196	23047
992	1522
2491	6444
1203	870
607	1244
13501	28648
12974	30172
21	0
14367	41186
0	0
289	0
9788	23759
866	6658
0	0
113	437
0	0
519	685
110	0
186	2560
12555	22594
6795	20253
0	0
1391	6805
84	0
234	1770
9828	26994
8869	30890
8290	11251
8139	15374
603	1575
6938	12784
0	0
12627	22923
62	0
11864	28054
868	3382
899	1994
11534	29772
8919	14227
7989	21598
13855	22653
1508	5201
587	4195
1565	4582
15712	27525
1607	4154
10426	24296
8142	9757
9522	11778
10379	25611
7326	10375
10915	23605
0	0
11951	32484
3007	9395
9855	21818
11133	29527
13966	32724
0	0
9453	26414
5390	14519
8473	13970
0	0
377	2148
9356	29163
0	160
1834	4833
13955	25736
12587	30394
1129	2177
62	699
1206	2688
0	0
1841	3832
7587	17402
882	4986
12161	31682
0	79
3327	8934
9452	13872
15275	29277
127	0
12476	17164
9711	17306
12061	18080
13965	27799
2359	3959
11400	24736
9233	18398
15022	30503
3367	8409
10035	21631
8923	28460
0	0
598	855
0	2
2925	1753
163	498
8492	19852
9505	21949
862	8190
169	590
12779	25295
709	6975
2048	5696
827	58
2797	9674
212	1537
36	0
8691	28289
11829	20843
13059	27654
13362	32245
286	2103
27	272
3943	16036
10810	25261
11940	15764
1334	2912
6649	9862
2680	5563
10	0
16737	35109
11893	28001
9966	22256
7961	14261
10802	31498
16000	33339
0	0
9057	14856
1668	4940
9414	17954
17195	36524
9970	22780
335	294
0	0
12015	25642
0	0
14347	33660
2683	4454
1355	4962
13176	23919
676	879
0	0
7920	14551
220	895
9751	18774
933	4589
9046	25721
2209	4504
2008	9007
251	2090
1746	15921
8018	18017
3107	5697
30	72
10532	28361
9538	23177
0	0
10661	27254
10099	22379
8079	27684
2559	6109
13108	29055
1576	7319
381	1772
10942	29589
12616	22721
0	0
11356	21255
7601	17386
79	436
13653	39534
9696	29470
23	511
15355	37905
12469	23447
8800	20035
477	2105
173	983
2418	3529
251	1049
12074	23472
10627	18535
8738	14156
987	4169
9512	19104
1964	5115
11088	18052
10598	29150
13387	26934
642	130
0	0
119	1478
9320	14184
11180	30414
1210	4371
15496	25767
518	706
2755	6858
0	0
11578	36186
11152	23899
11474	28172
217	110
1301	3982
0	21
304	2
0	0
8074	25468
16508	32324
8241	15896
6748	8392
9919	11203
6725	13439
9177	18140
12109	19139
0	0
6738	15843
9150	14138
646	2990
841	4618
433	9
1844	5773
5540	9179
463	973
1313	4263
2742	6105
0	252
0	0
0	0
12318	19209
275	125
0	40
1606	4585
