134351	163731	76153	80223	58198	83508
7819	7240	6604	6401	1215	839
17677	37407	9403	24897	8274	12510
24694	36093	13744	18993	10950	17100
106613	112753	66462	65654	40151	47099
9305	18456	5118	9283	4187	9173
115588	117583	65441	70291	50147	47292
163048	232100	86752	127095	76296	105005
189959	269007	110107	153649	79852	115358
54382	115667	33865	66603	20517	49064
184133	243137	107065	139684	77068	103453
30664	58258	16903	37585	13761	20673
138524	135914	85628	86755	52896	49159
282	3442	282	3442	0	0
439	6371	420	5919	19	452
24294	25220	13854	13234	10440	11986
247	1690	202	560	45	1130
16833	27909	9618	18826	7215	9083
121646	114723	66402	69143	55244	45580
82144	82620	42842	44037	39302	38583
313	2245	131	993	182	1252
19753	58892	10655	30565	9098	28327
443	66	443	66	0	0
42760	96638	26798	65716	15962	30922
173801	232247	105629	152409	68172	79838
128817	134682	70298	74268	58519	60414
12162	26512	7365	14595	4797	11917
114720	103336	67986	58735	46734	44601
147265	182658	88815	110951	58450	71707
16673	34588	10316	21169	6357	13419
140107	206467	80996	120447	59111	86020
7290	13641	3632	9955	3658	3686
122547	123084	74493	75844	48054	47240
5928	7210	4939	5006	989	2204
170807	227619	101567	134851	69240	92768
331	4065	331	4065	0	0
112081	116948	67588	78792	44493	38156
13088	29063	6315	15498	6773	13565
139	3687	139	3687	0	0
128	453	128	453	0	0
31252	77250	18350	44263	12902	32987
18399	21603	11912	15851	6487	5752
13725	22369	8543	16844	5182	5525
14317	20424	5986	11591	8331	8833
918	3510	498	1937	420	1573
153	197	153	197	0	0
13521	16252	8647	5944	4874	10308
13957	27622	6725	11336	7232	16286
149177	211507	92406	127850	56771	83657
142416	164008	90380	109476	52036	54532
12978	25723	6001	12365	6977	13358
8596	18105	4646	10656	3950	7449
2345	764	1342	477	1003	287
186891	266633	109056	147718	77835	118915
1324	679	962	40	362	639
178	3677	178	3677	0	0
145431	199084	82666	107344	62765	91740
11308	21677	6662	15172	4646	6505
36205	43844	21052	21690	15153	22154
3989	7789	3227	6537	762	1252
626	4087	293	3605	333	482
14210	27820	8165	12683	6045	15137
119393	110610	73221	72668	46172	37942
2710	6905	2140	4990	570	1915
5047	3724	2677	1831	2370	1893
20761	41566	12814	23590	7947	17976
41374	111766	22887	61689	18487	50077
176991	257167	101070	161404	75921	95763
44845	98128	32229	68953	12616	29175
99509	103745	62430	64816	37079	38929
15293	26074	7626	15683	7667	10391
123092	121940	69290	75437	53802	46503
3992	5684	1561	4225	2431	1459
12414	19137	4811	6774	7603	12363
165812	213733	91987	125434	73825	88299
164003	238476	92627	134809	71376	103667
14307	41474	8081	31002	6226	10472
3119	4479	2211	4257	908	222
2797	8225	1981	8040	816	185
96768	97936	55703	57570	41065	40366
107941	102588	63036	56745	44905	45843
9165	34893	5304	20896	3861	13997
26044	19258	10755	8296	15289	10962
17056	20553	12908	14619	4148	5934
4856	5233	1468	2732	3388	2501
168687	182455	100106	105957	68581	76498
64935	130140	41492	78163	23443	51977
18220	53564	9802	30201	8418	23363
10676	9220	9489	7239	1187	1981
123878	127793	69333	81765	54545	46028
14012	30620	8196	19084	5816	11536
122213	120573	69213	66264	53000	54309
206897	311293	107665	168425	99232	142868
9535	14488	6504	8437	3031	6051
199387	287531	112333	174529	87054	113002
135841	154366	77506	92659	58335	61707
5688	21312	3210	12344	2478	8968
156713	224866	94921	121621	61792	103245
4979	11413	3171	6651	1808	4762
6520	13923	4329	6386	2191	7537
1451	7151	735	5378	716	1773
138511	198486	75602	100340	62909	98146
16020	30495	10805	17153	5215	13342
15101	40840	7083	20762	8018	20078
146	1187	146	1187	0	0
2548	5707	1282	3212	1266	2495
16	1238	16	1238	0	0
138447	138893	80200	75390	58247	63503
22532	46374	10654	28229	11878	18145
79043	68582	47305	37950	31738	30632
919	1671	155	1085	764	586
23176	39635	16054	20431	7122	19204
4919	4160	2907	3027	2012	1133
3080	1991	2096	522	984	1469
2197	2491	1600	1072	597	1419
180839	242354	102614	144638	78225	97716
131138	144083	86347	87827	44791	56256
137727	175000	82271	96647	55456	78353
14462	17446	10327	13326	4135	4120
37397	66537	22086	43499	15311	23038
237	3810	189	2514	48	1296
968	6113	601	5472	367	641
18197	20186	10114	10687	8083	9499
141245	127412	82297	72886	58948	54526
111911	109088	65961	62309	45950	46779
168190	225732	97609	121807	70581	103925
34999	50726	19393	27679	15606	23047
126095	139968	74182	75923	51913	64045
16	685	16	685	0	0
188470	241313	109772	129660	78698	111653
668	27	147	27	521	0
49789	119518	32240	74251	17549	45267
75635	71372	40639	38659	34996	32713
1343	1150	1343	1150	0	0
877	1012	648	1012	229	0
30146	27389	15827	13773	14319	13616
34979	99451	21224	67609	13755	31842
18434	36640	11829	23921	6605	12719
166163	203901	94266	116430	71897	87471
6789	11580	2691	5023	4098	6557
318	2320	318	2320	0	0
1811	6674	928	5222	883	1452
7160	16241	5104	11211	2056	5030
22954	53974	17330	38708	5624	15266
135780	160765	82218	99417	53562	61348
199955	281672	112214	160787	87741	120885
14278	26071	7256	12149	7022	13922
14472	49509	9571	35106	4901	14403
282	3442	282	3442	0	0
1252	1047	808	947	444	100
117058	119291	69990	63067	47068	56224
11423	20319	5947	10149	5476	10170
4476	16449	3074	13574	1402	2875
1108	533	1108	533	0	0
18874	43347	11516	29804	7358	13543
184118	292502	103217	173586	80901	118916
13766	22530	8685	16617	5081	5913
121978	130524	69224	70795	52754	59729
20223	53392	13812	37151	6411	16241
3442	8089	2429	7699	1013	390
10469	22298	4150	12180	6319	10118
148031	192136	85901	121010	62130	71126
11288	13645	7472	8992	3816	4653
30923	63697	18245	32680	12678	31017
145112	163762	88000	100724	57112	63038
735	4384	683	3814	52	570
2874	3364	2088	804	786	2560
1418	1912	1055	1041	363	871
