91	0	91	0	0	0
1282	582	1282	582	0	0
827	521	827	521	0	0
3153	1148	3153	1148	0	0
555	426	555	426	0	0
1830	4517	1830	4517	0	0
3206	481	3206	481	0	0
6435	4986	6435	4986	0	0
1316	797	1316	797	0	0
3126	8105	3126	8105	0	0
1016	187	1016	187	0	0
5373	4567	5373	4567	0	0
1218	335	1218	335	0	0
6755	4581	6755	4581	0	0
6307	9163	6307	9163	0	0
3063	2475	3063	2475	0	0
1701	2637	1701	2637	0	0
1325	901	1325	901	0	0
3639	4697	3639	4697	0	0
2784	1994	2784	1994	0	0
5	55	5	55	0	0
8377	9932	8377	9932	0	0
1144	885	1144	885	0	0
1415	358	1415	358	0	0
12206	9509	12206	9509	0	0
411	264	411	264	0	0
16855	22526	16855	22526	0	0
2236	1448	2236	1448	0	0
1109	209	1109	209	0	0
197	472	197	472	0	0
4751	3830	4751	3830	0	0
11720	6524	11720	6524	0	0
2375	643	2375	643	0	0
2104	1211	2104	1211	0	0
3511	7065	3511	7065	0	0
7954	3025	7954	3025	0	0
283	351	283	351	0	0
92	206	92	206	0	0
3750	258	3750	258	0	0
1062	63	1062	63	0	0
212	499	212	499	0	0
517	0	517	0	0	0
2858	756	2858	756	0	0
23493	14263	23493	14263	0	0
163	327	163	327	0	0
2422	190	2422	190	0	0
786	1028	786	1028	0	0
2441	531	2441	531	0	0
14784	7685	14784	7685	0	0
4915	3215	4915	3215	0	0
1195	1657	1195	1657	0	0
15324	15897	15324	15897	0	0
1006	192	1006	192	0	0
336	77	336	77	0	0
7456	2226	7456	2226	0	0
24196	19045	24196	19045	0	0
11247	21475	11247	21475	0	0
1545	0	1545	0	0	0
1452	1176	1452	1176	0	0
7219	11454	7219	11454	0	0
24745	19079	24745	19079	0	0
2029	2231	2029	2231	0	0
4419	4857	4419	4857	0	0
10269	4829	10269	4829	0	0
2048	3259	2048	3259	0	0
495	882	495	882	0	0
1200	604	1200	604	0	0
3558	6175	3558	6175	0	0
5001	5479	5001	5479	0	0
2194	2690	2194	2690	0	0
2834	1153	2834	1153	0	0
1184	654	1184	654	0	0
1088	1117	1088	1117	0	0
517	108	517	108	0	0
1534	11	1534	11	0	0
3920	8068	3920	8068	0	0
5582	5338	5582	5338	0	0
1026	25	1026	25	0	0
1040	2492	1040	2492	0	0
3489	3746	3489	3746	0	0
4215	2543	4215	2543	0	0
6876	4079	6876	4079	0	0
7448	6085	7448	6085	0	0
3438	6800	3438	6800	0	0
1101	681	1101	681	0	0
7171	1851	7171	1851	0	0
3084	7014	3084	7014	0	0
3	37	3	37	0	0
890	553	890	553	0	0
1156	1023	1156	1023	0	0
29750	29076	29750	29076	0	0
381	555	381	555	0	0
14478	2776	14478	2776	0	0
499	230	499	230	0	0
1621	590	1621	590	0	0
6	62	6	62	0	0
1451	1223	1451	1223	0	0
591	1126	591	1126	0	0
244	170	244	170	0	0
1699	587	1699	587	0	0
12071	12635	12071	12635	0	0
660	2028	660	2028	0	0
12252	10166	12252	10166	0	0
759	830	759	830	0	0
8711	4132	8711	4132	0	0
12608	11802	12608	11802	0	0
3680	420	3680	420	0	0
1927	1649	1927	1649	0	0
18578	23361	18578	23361	0	0
3578	2905	3578	2905	0	0
489	1681	489	1681	0	0
2133	1538	2133	1538	0	0
2630	1420	2630	1420	0	0
21321	10276	21321	10276	0	0
3603	4318	3603	4318	0	0
5731	6420	5731	6420	0	0
418	13	418	13	0	0
187	16	187	16	0	0
26172	16259	26172	16259	0	0
18741	19794	18741	19794	0	0
172	140	172	140	0	0
12737	17709	12737	17709	0	0
2363	5153	2363	5153	0	0
11977	20011	11977	20011	0	0
4638	3684	4638	3684	0	0
997	0	997	0	0	0
4012	6332	4012	6332	0	0
258	309	258	309	0	0
214	153	214	153	0	0
388	378	388	378	0	0
4864	2548	4864	2548	0	0
10408	12000	10408	12000	0	0
12844	14664	12844	14664	0	0
400	39	400	39	0	0
3087	3406	3087	3406	0	0
1820	2737	1820	2737	0	0
9004	15140	9004	15140	0	0
681	1459	681	1459	0	0
547	116	547	116	0	0
3964	2167	3964	2167	0	0
12551	5386	12551	5386	0	0
36647	19561	36647	19561	0	0
640	21	640	21	0	0
893	1125	893	1125	0	0
8057	22189	8057	22189	0	0
20815	22183	20815	22183	0	0
1466	309	1466	309	0	0
11143	23793	11143	23793	0	0
1342	421	1342	421	0	0
995	1560	995	1560	0	0
1037	19	1037	19	0	0
3198	4354	3198	4354	0	0
3613	3150	3613	3150	0	0
482	275	482	275	0	0
1194	894	1194	894	0	0
2765	2107	2765	2107	0	0
8052	7318	8052	7318	0	0
24677	12191	24677	12191	0	0
12014	8637	12014	8637	0	0
1559	3500	1559	3500	0	0
7350	12005	7350	12005	0	0
9045	4783	9045	4783	0	0
967	0	967	0	0	0
7022	5100	7022	5100	0	0
2474	709	2474	709	0	0
1464	1655	1464	1655	0	0
1905	815	1905	815	0	0
372	3281	372	3281	0	0
906	268	906	268	0	0
2141	1843	2141	1843	0	0
2724	776	2724	776	0	0
264	27	264	27	0	0
14964	16057	14964	16057	0	0
2301	1240	2301	1240	0	0
1996	179	1996	179	0	0
30060	28344	30060	28344	0	0
4243	2963	4243	2963	0	0
8695	10075	8695	10075	0	0
576	2303	576	2303	0	0
6020	2551	6020	2551	0	0
1606	217	1606	217	0	0
16192	4731	16192	4731	0	0
402	1540	402	1540	0	0
17790	28381	17790	28381	0	0
3497	4065	3497	4065	0	0
270	634	270	634	0	0
2091	595	2091	595	0	0
440	3249	440	3249	0	0
13521	13515	13521	13515	0	0
19038	22890	19038	22890	0	0
3857	1592	3857	1592	0	0
375	1741	375	1741	0	0
848	521	848	521	0	0
6910	7545	6910	7545	0	0
12522	5898	12522	5898	0	0
18302	14572	18302	14572	0	0
148	25	148	25	0	0
2495	1874	2495	1874	0	0
1384	3899	1384	3899	0	0
315	450	315	450	0	0
470	12	470	12	0	0
673	2055	673	2055	0	0
2265	1692	2265	1692	0	0
8900	12826	8900	12826	0	0
1215	91	1215	91	0	0
10459	1802	10459	1802	0	0
8368	16734	8368	16734	0	0
5538	1520	5538	1520	0	0
3	49	3	49	0	0
679	588	679	588	0	0
1306	1684	1306	1684	0	0
487	454	487	454	0	0
3233	1226	3233	1226	0	0
901	189	901	189	0	0
3667	772	3667	772	0	0
3525	1424	3525	1424	0	0
5094	13945	5094	13945	0	0
3355	2615	3355	2615	0	0
16197	16581	16197	16581	0	0
2032	632	2032	632	0	0
673	2055	673	2055	0	0
12243	10254	12243	10254	0	0
220	309	220	309	0	0
254	485	254	485	0	0
2006	439	2006	439	0	0
1605	928	1605	928	0	0
15396	7531	15396	7531	0	0
5457	5997	5457	5997	0	0
2704	559	2704	559	0	0
1132	534	1132	534	0	0
2712	7135	2712	7135	0	0
1359	1479	1359	1479	0	0
339	11	339	11	0	0
8557	2972	8557	2972	0	0
7586	14290	7586	14290	0	0
4909	3200	4909	3200	0	0
8809	14567	8809	14567	0	0
16645	7941	16645	7941	0	0
13914	9268	13914	9268	0	0
5545	6483	5545	6483	0	0
134	292	134	292	0	0
1013	627	1013	627	0	0
7902	3484	7902	3484	0	0
9257	12701	9257	12701	0	0
7279	3522	7279	3522	0	0
1989	1399	1989	1399	0	0
3943	1179	3943	1179	0	0
18676	8127	18676	8127	0	0
2949	4939	2949	4939	0	0
499	344	499	344	0	0
8571	3637	8571	3637	0	0
6166	2133	6166	2133	0	0
1102	3	1102	3	0	0
10110	10045	10110	10045	0	0
17344	7659	17344	7659	0	0
1237	148	1237	148	0	0
11295	8377	11295	8377	0	0
7132	6150	7132	6150	0	0
2051	1127	2051	1127	0	0
22134	7567	22134	7567	0	0
10796	6127	10796	6127	0	0
4049	2018	4049	2018	0	0
841	259	841	259	0	0
787	3020	787	3020	0	0
12404	15100	12404	15100	0	0
1413	770	1413	770	0	0
6833	4683	6833	4683	0	0
6776	1817	6776	1817	0	0
272	282	272	282	0	0
6221	948	6221	948	0	0
6948	9127	6948	9127	0	0
2186	1446	2186	1446	0	0
2383	1036	2383	1036	0	0
13807	6964	13807	6964	0	0
4737	1092	4737	1092	0	0
12153	15692	12153	15692	0	0
6589	6432	6589	6432	0	0
84	259	84	259	0	0
424	185	424	185	0	0
311	287	311	287	0	0
8344	5368	8344	5368	0	0
2173	117	2173	117	0	0
19188	12455	19188	12455	0	0
2542	86	2542	86	0	0
3975	755	3975	755	0	0
30963	20706	30963	20706	0	0
2818	2949	2818	2949	0	0
15103	12940	15103	12940	0	0
8706	4238	8706	4238	0	0
5184	3686	5184	3686	0	0
2097	519	2097	519	0	0
798	237	798	237	0	0
2188	115	2188	115	0	0
137	134	137	134	0	0
124	17	124	17	0	0
276	398	276	398	0	0
2150	1665	2150	1665	0	0
1878	4888	1878	4888	0	0
1121	1524	1121	1524	0	0
2819	1149	2819	1149	0	0
1509	1105	1509	1105	0	0
1758	990	1758	990	0	0
9783	15709	9783	15709	0	0
7064	3128	7064	3128	0	0
820	263	820	263	0	0
1039	99	1039	99	0	0
4329	4012	4329	4012	0	0
5928	6107	5928	6107	0	0
7790	11367	7790	11367	0	0
792	174	792	174	0	0
1547	1218	1547	1218	0	0
166	4	166	4	0	0
3486	1170	3486	1170	0	0
1464	280	1464	280	0	0
49	485	49	485	0	0
496	852	496	852	0	0
407	1333	407	1333	0	0
712	425	712	425	0	0
20664	18728	20664	18728	0	0
1171	276	1171	276	0	0
1437	4232	1437	4232	0	0
3269	5682	3269	5682	0	0
806	719	806	719	0	0
6778	5757	6778	5757	0	0
1285	2544	1285	2544	0	0
951	1872	951	1872	0	0
1093	2748	1093	2748	0	0
297	265	297	265	0	0
1956	688	1956	688	0	0
1810	2021	1810	2021	0	0
528	45	528	45	0	0
1409	3320	1409	3320	0	0
1111	23	1111	23	0	0
3622	2249	3622	2249	0	0
1411	1133	1411	1133	0	0
2996	1915	2996	1915	0	0
1091	218	1091	218	0	0
57	13	57	13	0	0
2192	852	2192	852	0	0
2109	478	2109	478	0	0
2681	747	2681	747	0	0
3479	4337	3479	4337	0	0
621	357	621	357	0	0
11472	4207	11472	4207	0	0
267	8	267	8	0	0
584	33	584	33	0	0
1207	1141	1207	1141	0	0
348	822	348	822	0	0
3368	578	3368	578	0	0
2742	5498	2742	5498	0	0
5601	6167	5601	6167	0	0
358	835	358	835	0	0
4689	5690	4689	5690	0	0
3849	2519	3849	2519	0	0
6352	4458	6352	4458	0	0
11953	5671	11953	5671	0	0
10662	5147	10662	5147	0	0
2187	3902	2187	3902	0	0
9460	2493	9460	2493	0	0
3131	5954	3131	5954	0	0
20	158	20	158	0	0
5962	1568	5962	1568	0	0
11436	20166	11436	20166	0	0
1494	154	1494	154	0	0
3649	6864	3649	6864	0	0
8071	5848	8071	5848	0	0
15486	20848	15486	20848	0	0
1928	3058	1928	3058	0	0
26422	16036	26422	16036	0	0
284	136	284	136	0	0
3561	2357	3561	2357	0	0
2031	6797	2031	6797	0	0
10344	2062	10344	2062	0	0
1320	995	1320	995	0	0
10071	4967	10071	4967	0	0
8120	5699	8120	5699	0	0
1400	1005	1400	1005	0	0
1262	0	1262	0	0	0
507	1565	507	1565	0	0
587	1133	587	1133	0	0
47	207	47	207	0	0
29426	17966	29426	17966	0	0
144	398	144	398	0	0
1349	523	1349	523	0	0
1437	1976	1437	1976	0	0
5554	17303	5554	17303	0	0
11199	14011	11199	14011	0	0
75	11	75	11	0	0
1913	540	1913	540	0	0
4436	125	4436	125	0	0
9939	14602	9939	14602	0	0
62	16	62	16	0	0
1287	1303	1287	1303	0	0
8862	9270	8862	9270	0	0
17435	9517	17435	9517	0	0
736	3	736	3	0	0
3947	4987	3947	4987	0	0
3768	2220	3768	2220	0	0
10033	12864	10033	12864	0	0
18709	9559	18709	9559	0	0
6367	4290	6367	4290	0	0
9100	3396	9100	3396	0	0
80	62	80	62	0	0
309	4691	309	4691	0	0
1318	999	1318	999	0	0
1203	197	1203	197	0	0
843	519	843	519	0	0
1086	0	1086	0	0	0
439	130	439	130	0	0
719	34	719	34	0	0
3408	3210	3408	3210	0	0
433	4403	433	4403	0	0
334	136	334	136	0	0
2573	1671	2573	1671	0	0
26994	8719	26994	8719	0	0
