5338	0	0	0	0	5	316	5	5	0
5336	0	0	0	0	7	322	7	6	1
5338	0	0	0	0	5	299	5	5	0
5332	0	0	0	0	11	316	11	10	1
5334	0	0	0	0	9	339	9	9	0
5335	0	0	0	0	8	300	8	6	2
5336	0	0	0	0	7	323	7	7	0
5277	0	0	0	0	66	629	66	64	2
5338	0	0	0	0	5	298	5	5	0
5335	0	0	0	0	8	330	8	8	0
5335	0	0	0	0	8	314	8	8	0
5337	0	0	0	0	6	313	6	5	1
5332	0	0	0	0	11	334	11	10	1
5322	0	0	0	0	21	370	21	21	0
5335	0	0	0	0	8	311	8	7	1
5332	0	0	0	0	11	346	11	11	0
5330	0	0	0	0	13	352	13	11	2
5336	0	0	0	0	7	294	7	6	1
5338	0	0	0	0	5	323	5	5	0
5327	0	0	0	0	16	357	16	15	1
5338	0	0	0	0	5	304	5	5	0
5334	0	0	0	0	9	347	9	9	0
5333	0	0	0	0	10	339	10	10	0
5336	0	0	0	0	7	309	7	6	1
5337	0	0	0	0	6	346	6	5	1
5337	0	0	0	0	6	332	6	6	0
5332	0	0	0	0	11	353	11	11	0
5334	0	0	0	0	9	379	9	7	2
5336	0	0	0	0	7	322	7	7	0
5337	0	0	0	0	6	338	6	6	0
5300	0	0	0	0	43	471	43	42	1
5298	0	0	0	0	45	412	45	45	0
5329	0	0	0	0	14	325	14	13	1
5323	0	0	0	0	20	404	20	19	1
5321	0	0	0	0	22	391	22	21	1
5327	0	0	0	0	16	375	16	15	1
5338	0	0	0	0	5	334	5	5	0
5338	0	0	0	0	5	325	5	5	0
5312	0	0	0	0	31	399	31	30	1
5326	0	0	0	0	17	388	17	17	0
5335	0	0	0	0	8	319	8	7	1
5338	0	0	0	0	5	296	5	5	0
5333	0	0	0	0	10	333	10	9	1
5335	0	0	0	0	8	341	8	7	1
5336	0	0	0	0	7	299	7	7	0
5325	0	0	0	0	18	459	18	17	1
5335	0	0	0	0	8	324	8	8	0
5334	0	0	0	0	9	365	9	8	1
5313	0	0	0	0	30	384	30	27	3
5320	0	0	0	0	23	448	23	23	0
5328	0	0	0	0	15	307	15	14	1
5290	0	0	0	0	53	557	53	52	1
5336	0	0	0	0	7	316	7	7	0
5338	0	0	0	0	5	315	5	5	0
5324	0	0	0	0	19	369	19	17	2
5333	0	0	0	0	10	340	10	10	0
5327	0	0	0	0	16	336	16	14	2
5296	0	0	0	0	47	475	47	46	1
5335	0	0	0	0	8	321	8	8	0
5329	0	0	0	0	14	363	14	12	2
5311	0	0	0	0	32	390	32	30	2
5336	0	0	0	0	7	306	7	5	2
5334	0	0	0	0	9	338	9	8	1
5333	0	0	0	0	10	347	10	8	2
5334	0	0	0	0	9	287	9	7	2
5334	0	0	0	0	9	336	9	7	2
5337	0	0	0	0	6	286	6	6	0
5329	0	0	0	0	14	316	14	12	2
5308	0	0	0	0	35	423	35	33	2
5330	0	0	0	0	13	362	13	11	2
5325	0	0	0	0	18	373	18	18	0
5337	0	0	0	0	6	296	6	5	1
5337	0	0	0	0	6	309	6	5	1
5338	0	0	0	0	5	291	5	5	0
5336	0	0	0	0	7	340	7	7	0
5325	0	0	0	0	18	371	18	18	0
5323	0	0	0	0	20	360	20	18	2
5337	0	0	0	0	6	327	6	6	0
5333	0	0	0	0	10	348	10	10	0
5328	0	0	0	0	15	415	15	14	1
5332	0	0	0	0	11	365	11	11	0
5313	0	0	0	0	30	425	30	30	0
5300	0	0	0	0	43	405	43	40	3
5336	0	0	0	0	7	305	7	7	0
5336	0	0	0	0	7	328	7	6	1
5333	0	0	0	0	10	334	10	10	0
5332	0	0	0	0	11	360	11	11	0
5338	0	0	0	0	5	290	5	5	0
5334	0	0	0	0	9	349	9	8	1
5333	0	0	0	0	10	305	10	10	0
5329	0	0	0	0	14	369	14	13	1
5336	0	0	0	0	7	322	7	7	0
5337	0	0	0	0	6	333	6	6	0
5335	0	0	0	0	8	318	8	8	0
5337	0	0	0	0	6	309	6	6	0
5338	0	0	0	0	5	339	5	5	0
5328	0	0	0	0	15	334	15	15	0
5335	0	0	0	0	8	335	8	6	2
5337	0	0	0	0	6	318	6	6	0
5330	0	0	0	0	13	344	13	13	0
5324	0	0	0	0	19	444	19	18	1
5313	0	0	0	0	30	408	30	30	0
5324	0	0	0	0	19	387	19	18	1
5335	0	0	0	0	8	365	8	8	0
5331	0	0	0	0	12	348	12	11	1
5329	0	0	0	0	14	349	14	13	1
5333	0	0	0	0	10	351	10	9	1
5330	0	0	0	0	13	359	13	11	2
5337	0	0	0	0	6	335	6	6	0
5329	0	0	0	0	14	352	14	14	0
5336	0	0	0	0	7	289	7	7	0
5331	0	0	0	0	12	373	12	10	2
5335	0	0	0	0	8	322	8	8	0
5331	0	0	0	0	12	319	12	12	0
5325	0	0	0	0	18	334	18	17	1
5329	0	0	0	0	14	373	14	14	0
5337	0	0	0	0	6	312	6	5	1
5336	0	0	0	0	7	353	7	5	2
5334	0	0	0	0	9	347	9	9	0
5315	0	0	0	0	28	425	28	27	1
5337	0	0	0	0	6	325	6	6	0
5313	0	0	0	0	30	441	30	25	5
5319	0	0	0	0	24	386	24	22	2
5330	0	0	0	0	13	359	13	11	2
5325	0	0	0	0	18	406	18	17	1
5337	0	0	0	0	6	335	6	5	1
